group,label,n,share,avg_place,shrunk_avg,score,d_avg,d_avg_pess,impact,d_top4,win,top2,top4,sd,z,p,significant
,Manazane,555,0.008056672521665916,4.094,3.899,0.078,0.273,0.1,-0.0006,-0.062,0.1279,0.2649,0.5568,2.068,3.1,0.00194,True
,Emblem Inferno,542,0.007867957669807076,4.124,3.906,0.086,0.303,0.112,-0.0007,-0.0671,0.1734,0.31,0.5517,2.262,3.11,0.00188,True
,Jeweled Gauntlet,109,0.0015823014502010539,4.991,3.906,0.086,1.17,0.751,-0.0001,-0.2243,0.0917,0.2018,0.3945,2.232,5.47,0.0,True
,Fishbones,221,0.003208152481600302,4.529,3.918,0.098,0.709,0.437,-0.0003,-0.1165,0.0633,0.2036,0.5023,2.059,5.11,0.0,True
populaire,Infinity Edge,19881,0.2886030746004326,3.936,3.928,0.108,0.115,0.082,-0.0311,-0.0222,0.1656,0.3138,0.5966,2.13,6.7,0.0,True
,Navori Flickerblade,166,0.0024097434929667427,4.825,3.929,0.108,1.005,0.687,-0.0003,-0.1851,0.0663,0.1807,0.4337,2.085,6.2,0.0,True
,Component Tear Of The Goddess,205,0.0029758880485432665,4.776,3.944,0.124,0.955,0.66,-0.0004,-0.1895,0.0829,0.1902,0.4293,2.155,6.34,0.0,True
,Component Recurve Bow,353,0.005124334054320844,4.601,3.98,0.159,0.78,0.548,-0.0008,-0.1344,0.1048,0.2153,0.4844,2.216,6.6,0.0,True
,Component Sparring Gloves,328,0.004761420877669226,4.759,4.001,0.181,0.939,0.69,-0.0009,-0.192,0.1189,0.2134,0.4268,2.294,7.4,0.0,True
populaire,Krakens Fury,2292,0.03327188003542032,4.233,4.078,0.258,0.413,0.321,-0.0086,-0.0843,0.1418,0.2827,0.5345,2.216,8.78,0.0,True
,Component B F Sword,759,0.011018044043143119,4.817,4.174,0.354,0.996,0.835,-0.0039,-0.1946,0.1067,0.2082,0.4242,2.259,12.09,0.0,True
populaire,Guinsoos Rageblade,6463,0.09382031442797625,4.441,4.332,0.511,0.62,0.565,-0.048,-0.1246,0.1137,0.2438,0.4942,2.179,21.89,0.0,True
